         1570699 function calls (1560596 primitive calls) in 1.750 seconds
   Ordered by: standard name
   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       56    0.000    0.000    0.001    0.000 mathtext.py:1502(render)
        4    0.000    0.000    0.000    0.000 mathtext.py:1510(shrink)
       28    0.000    0.000    0.000    0.000 mathtext.py:155(_update_bbox)
       16    0.000    0.000    0.000    0.000 mathtext.py:1560(__init__)
      4/2    0.000    0.000    0.000    0.000 mathtext.py:1602(shrink)
        4    0.000    0.000    0.000    0.000 mathtext.py:161(set_canvas_size)
       16    0.000    0.000    0.000    0.000 mathtext.py:1622(__init__)
       16    0.000    0.000    0.000    0.000 mathtext.py:1628(kern)
       56    0.000    0.000    0.001    0.000 mathtext.py:166(render_glyph)
       16    0.000    0.000    0.000    0.000 mathtext.py:1667(hpack)
        2    0.000    0.000    0.002    0.001 mathtext.py:189(get_results)
       27    0.000    0.000    0.000    0.000 mathtext.py:1988(__init__)
        6    0.000    0.000    0.000    0.000 mathtext.py:1995(shrink)
        4    0.000    0.000    0.002    0.000 mathtext.py:2095(__call__)
     32/4    0.000    0.000    0.002    0.000 mathtext.py:2112(hlist_out)
       30    0.000    0.000    0.000    0.000 mathtext.py:212(get_hinting_type)
       11    0.000    0.000    0.001    0.000 mathtext.py:2242(Error)
        1    0.000    0.000    0.126    0.126 mathtext.py:2338(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:2450(<listcomp>)
        2    0.000    0.000    0.028    0.014 mathtext.py:2587(parse)
        8    0.000    0.000    0.000    0.000 mathtext.py:2620(__init__)
        6    0.000    0.000    0.000    0.000 mathtext.py:2627(copy)
       40    0.000    0.000    0.000    0.000 mathtext.py:2635(font)
        4    0.000    0.000    0.000    0.000 mathtext.py:2639(font)
       40    0.000    0.000    0.000    0.000 mathtext.py:2650(get_state)
        4    0.000    0.000    0.000    0.000 mathtext.py:2656(pop_state)
        6    0.000    0.000    0.000    0.000 mathtext.py:2662(push_state)
        2    0.000    0.000    0.000    0.000 mathtext.py:2669(main)
        2    0.000    0.000    0.025    0.013 mathtext.py:2672(math_string)
        2    0.000    0.000    0.000    0.000 mathtext.py:2675(math)
        4    0.000    0.000    0.002    0.001 mathtext.py:2680(non_math)
        4    0.000    0.000    0.002    0.000 mathtext.py:2682(<listcomp>)
        4    0.000    0.000    0.008    0.002 mathtext.py:2725(symbol)
        2    0.000    0.000    0.000    0.000 mathtext.py:2735(<genexpr>)
        2    0.000    0.000    0.000    0.000 mathtext.py:2887(start_group)
        2    0.000    0.000    0.000    0.000 mathtext.py:2894(group)
        2    0.000    0.000    0.000    0.000 mathtext.py:2899(end_group)
        2    0.000    0.000    0.000    0.000 mathtext.py:2909(is_overunder)
        6    0.000    0.000    0.000    0.000 mathtext.py:2916(is_dropsub)
        2    0.000    0.000    0.000    0.000 mathtext.py:2921(is_slanted)
        6    0.000    0.000    0.007    0.001 mathtext.py:2929(subsuper)
        2    0.000    0.000    0.000    0.000 mathtext.py:3333(__init__)
        2    0.000    0.000    0.379    0.189 mathtext.py:3339(parse)
        8    0.000    0.000    0.000    0.000 mathtext.py:395(__init__)
        2    0.000    0.000    0.000    0.000 mathtext.py:409(destroy)
       30    0.000    0.000    0.016    0.001 mathtext.py:435(get_metrics)
        2    0.000    0.000    0.000    0.000 mathtext.py:468(set_canvas_size)
       56    0.000    0.000    0.001    0.000 mathtext.py:477(render_glyph)
       56    0.000    0.000    0.000    0.000 mathtext.py:50(get_unicode_index)
        2    0.000    0.000    0.000    0.000 mathtext.py:519(get_used_characters)
        2    0.000    0.000    0.002    0.001 mathtext.py:527(get_results)
        8    0.000    0.000    0.000    0.000 mathtext.py:552(__init__)
        2    0.000    0.000    0.000    0.000 mathtext.py:562(destroy)
       62    0.000    0.000    0.001    0.000 mathtext.py:566(_get_font)
       30    0.000    0.000    0.000    0.000 mathtext.py:579(_get_offset)
      130    0.000    0.000    0.017    0.000 mathtext.py:584(_get_info)
       30    0.000    0.000    0.000    0.000 mathtext.py:598(<listcomp>)
        2    0.000    0.000    0.007    0.003 mathtext.py:625(get_xheight)
        2    0.000    0.000    0.000    0.000 mathtext.py:637(get_underline_thickness)
       22    0.000    0.000    0.000    0.000 mathtext.py:643(get_kern)
        2    0.000    0.000    0.077    0.038 mathtext.py:670(__init__)
        2    0.000    0.000    0.000    0.000 mathtext.py:682(_get_glyph)
       28    0.000    0.000    0.000    0.000 mathtext.py:797(_map_virtual_font)
       28    0.000    0.000    0.013    0.000 mathtext.py:800(_get_glyph)
        2    0.000    0.000    0.223    0.111 mathtext.py:878(__init__)
       30    0.000    0.000    0.013    0.000 mathtext.py:899(_get_glyph)
        4    0.000    0.000    0.101    0.025 mathtext.py:980(__init__)
        1    0.000    0.000    0.000    0.000 matplotlibtools.py:143(wrapper)
        2    0.000    0.000    0.000    0.000 matplotlibtools.py:81(patched_is_interactive)
        3    0.000    0.000    0.000    0.000 numeric.py:1495(rollaxis)
        2    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1902(indices)
       22    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
       79    0.000    0.000    0.004    0.000 numeric.py:2431(isclose)
       79    0.001    0.000    0.002    0.000 numeric.py:2508(within_tol)
      158    0.000    0.000    0.001    0.000 numeric.py:2656(seterr)
      158    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
       43    0.000    0.000    0.001    0.000 numeric.py:293(full)
       79    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
       79    0.000    0.000    0.001    0.000 numeric.py:3058(__enter__)
       79    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
     3142    0.001    0.000    0.008    0.000 numeric.py:469(asarray)
     1058    0.000    0.000    0.002    0.000 numeric.py:541(asanyarray)
       18    0.000    0.000    0.000    0.000 numerictypes.py:238(obj2sctype)
       56    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
       28    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
       18    0.000    0.000    0.000    0.000 numerictypes.py:438(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:751(encode)
        2    0.000    0.000    0.000    0.000 os.py:755(decode)
      140    0.000    0.000    0.010    0.000 patches.py:209(get_transform)
       24    0.000    0.000    0.000    0.000 patches.py:223(get_patch_transform)
       22    0.000    0.000    0.000    0.000 patches.py:264(set_antialiased)
       62    0.000    0.000    0.000    0.000 patches.py:277(_set_edgecolor)
       41    0.000    0.000    0.000    0.000 patches.py:292(set_edgecolor)
       62    0.000    0.000    0.001    0.000 patches.py:303(_set_facecolor)
       41    0.000    0.000    0.001    0.000 patches.py:310(set_facecolor)
       41    0.000    0.000    0.000    0.000 patches.py:355(set_linewidth)
       21    0.000    0.000    0.000    0.000 patches.py:375(set_linestyle)
       21    0.000    0.000    0.001    0.000 patches.py:409(set_fill)
       21    0.000    0.000    0.002    0.000 patches.py:42(__init__)
       37    0.000    0.000    0.000    0.000 patches.py:431(set_capstyle)
       21    0.000    0.000    0.000    0.000 patches.py:450(set_joinstyle)
       21    0.000    0.000    0.000    0.000 patches.py:469(set_hatch)
       20    0.000    0.000    0.003    0.000 patches.py:588(get_window_extent)
        5    0.000    0.000    0.001    0.000 patches.py:685(__init__)
        4    0.000    0.000    0.000    0.000 patches.py:722(get_path)
      116    0.001    0.000    0.008    0.000 patches.py:728(_update_patch_transform)
      116    0.000    0.000    0.001    0.000 patches.py:747(_convert_units)
      116    0.000    0.000    0.008    0.000 patches.py:757(get_patch_transform)
        8    0.000    0.000    0.000    0.000 path.py:159(_fast_from_codes_and_verts)
      175    0.001    0.000    0.001    0.000 path.py:188(_update_values)
       70    0.000    0.000    0.000    0.000 path.py:197(vertices)
       48    0.000    0.000    0.000    0.000 path.py:211(codes)
       32    0.000    0.000    0.000    0.000 path.py:230(simplify_threshold)
       32    0.000    0.000    0.000    0.000 path.py:251(should_simplify)
       28    0.000    0.000    0.003    0.000 path.py:497(get_extents)
        4    0.000    0.000    0.000    0.000 path.py:603(unit_rectangle)
      175    0.001    0.000    0.002    0.000 path.py:96(__init__)
        3    0.000    0.000    0.000    0.000 polyint.py:105(_reshape_yi)
        3    0.000    0.000    0.000    0.000 polyint.py:113(_set_yi)
        3    0.000    0.000    0.000    0.000 polyint.py:133(_set_dtype)
        3    0.000    0.000    0.000    0.000 polyint.py:55(__init__)
        3    0.000    0.000    0.073    0.024 polyint.py:62(__call__)
        3    0.000    0.000    0.000    0.000 polyint.py:88(_prepare_x)
        3    0.000    0.000    0.000    0.000 polyint.py:94(_finish_y)
        1    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
       36    0.000    0.000    0.000    0.000 posixpath.py:168(islink)
        3    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        3    0.000    0.000    0.000    0.000 posixpath.py:391(realpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
       55    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        6    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
       48    0.000    0.000    0.000    0.000 posixpath.py:75(join)
  840/839    0.001    0.000    0.003    0.000 pydev_import_hook.py:16(do_import)
       39    0.000    0.000    0.001    0.000 pyparsing.py:1184(_trim_arity)
       39    0.000    0.000    0.001    0.000 pyparsing.py:1192(extract_stack)
    90/72    0.000    0.000    0.028    0.000 pyparsing.py:1214(wrapper)
      274    0.001    0.000    0.001    0.000 pyparsing.py:1291(__init__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1314(copy)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1343(setName)
       39    0.000    0.000    0.002    0.000 pyparsing.py:1405(setParseAction)
      410    0.000    0.000    0.000    0.000 pyparsing.py:1511(preParse)
      387    0.000    0.000    0.000    0.000 pyparsing.py:1526(postParse)
  1328/25    0.002    0.000    0.034    0.001 pyparsing.py:1530(_parseNoCache)
     1404    0.000    0.000    0.002    0.000 pyparsing.py:1656(get)
     1328    0.001    0.000    0.002    0.000 pyparsing.py:1659(set)
       52    0.000    0.000    0.000    0.000 pyparsing.py:1667(clear)
  1404/25    0.003    0.000    0.035    0.001 pyparsing.py:1714(_parseCache)
       52    0.000    0.000    0.000    0.000 pyparsing.py:1739(resetCache)
    27/25    0.000    0.000    0.035    0.001 pyparsing.py:1780(parseString)
       72    0.000    0.000    0.001    0.000 pyparsing.py:2005(__add__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:2040(__sub__)
       39    0.000    0.000    0.000    0.000 pyparsing.py:2135(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2233(suppress)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2240(leaveWhitespace)
      172    0.000    0.000    0.000    0.000 pyparsing.py:2249(setWhitespaceChars)
      127    0.000    0.000    0.000    0.000 pyparsing.py:2344(__str__)
      231    0.000    0.000    0.000    0.000 pyparsing.py:2350(streamline)
     2732    0.001    0.000    0.001    0.000 pyparsing.py:2395(__hash__)
     1111    0.000    0.000    0.000    0.000 pyparsing.py:254(__init__)
       63    0.000    0.000    0.000    0.000 pyparsing.py:2576(__init__)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2583(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2618(__init__)
      168    0.000    0.000    0.000    0.000 pyparsing.py:2637(parseImpl)
       20    0.000    0.000    0.025    0.001 pyparsing.py:3015(__init__)
       85    0.000    0.000    0.001    0.000 pyparsing.py:3059(parseImpl)
       31    0.000    0.000    0.000    0.000 pyparsing.py:3090(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3169(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3234(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3269(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3429(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3530(__init__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3534(parseImpl)
      111    0.000    0.000    0.001    0.000 pyparsing.py:3592(__init__)
      222    0.000    0.000    0.000    0.000 pyparsing.py:3602(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3620(leaveWhitespace)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3624(<listcomp>)
    111/2    0.000    0.000    0.001    0.001 pyparsing.py:3651(streamline)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3691(copy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3693(<listcomp>)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3715(__init__)
       72    0.000    0.000    0.001    0.000 pyparsing.py:3720(__init__)
      154    0.000    0.000    0.000    0.000 pyparsing.py:3722(<genexpr>)
     72/6    0.000    0.000    0.001    0.000 pyparsing.py:3727(streamline)
      157    0.000    0.000    0.000    0.000 pyparsing.py:3729(<genexpr>)
   324/25    0.001    0.000    0.034    0.001 pyparsing.py:3732(parseImpl)
    88/84    0.000    0.000    0.000    0.000 pyparsing.py:3769(__str__)
      293    0.000    0.000    0.000    0.000 pyparsing.py:3774(<genexpr>)
       39    0.000    0.000    0.000    0.000 pyparsing.py:3884(__init__)
       90    0.000    0.000    0.000    0.000 pyparsing.py:3887(<genexpr>)
     39/1    0.000    0.000    0.001    0.001 pyparsing.py:3891(streamline)
       95    0.000    0.000    0.000    0.000 pyparsing.py:3894(<genexpr>)
    62/10    0.000    0.000    0.025    0.002 pyparsing.py:3897(parseImpl)
       59    0.000    0.000    0.000    0.000 pyparsing.py:3926(__str__)
      202    0.000    0.000    0.000    0.000 pyparsing.py:3931(<genexpr>)
      100    0.000    0.000    0.000    0.000 pyparsing.py:4078(__init__)
   525/11    0.000    0.000    0.028    0.003 pyparsing.py:4096(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4102(leaveWhitespace)
     54/2    0.000    0.000    0.001    0.001 pyparsing.py:4121(streamline)
       41    0.000    0.000    0.000    0.000 pyparsing.py:4140(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4173(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4177(parseImpl)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4303(__init__)
    63/48    0.000    0.000    0.028    0.001 pyparsing.py:4311(parseImpl)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4366(__str__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4386(__init__)
    53/48    0.000    0.000    0.028    0.001 pyparsing.py:4390(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4396(__str__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4450(__init__)
    70/64    0.000    0.000    0.016    0.000 pyparsing.py:4456(parseImpl)
       20    0.000    0.000    0.000    0.000 pyparsing.py:4470(__str__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:4624(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:4627(__lshift__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:4640(__ilshift__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4643(leaveWhitespace)
     97/2    0.000    0.000    0.001    0.001 pyparsing.py:4647(streamline)
      243    0.000    0.000    0.000    0.000 pyparsing.py:4661(__str__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4678(copy)
       37    0.000    0.000    0.000    0.000 pyparsing.py:4690(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4712(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4729(postParse)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4754(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4758(postParse)
       13    0.000    0.000    0.000    0.000 pyparsing.py:4851(postParse)
      971    0.001    0.000    0.001    0.000 pyparsing.py:488(__new__)
      971    0.001    0.000    0.001    0.000 pyparsing.py:497(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5046(_escapeRegexRangeChars)
       13    0.043    0.003    0.118    0.009 pyparsing.py:5054(oneOf)
   177883    0.012    0.000    0.012    0.000 pyparsing.py:5089(<lambda>)
   177882    0.023    0.000    0.040    0.000 pyparsing.py:5090(<lambda>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5123(<genexpr>)
      714    0.000    0.000    0.001    0.000 pyparsing.py:5125(<genexpr>)
       85    0.000    0.000    0.000    0.000 pyparsing.py:536(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:558(__delitem__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:582(__len__)
      135    0.000    0.000    0.000    0.000 pyparsing.py:583(__bool__)
       29    0.000    0.000    0.000    0.000 pyparsing.py:585(__iter__)
      112    0.000    0.000    0.000    0.000 pyparsing.py:631(haskeys)
       25    0.000    0.000    0.000    0.000 pyparsing.py:795(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:825(_asStringList)
      422    0.001    0.000    0.002    0.000 pyparsing.py:889(copy)
        1    0.000    0.000    0.515    0.515 pyplot.py:1358(tight_layout)
        4    0.000    0.000    0.000    0.000 pyplot.py:3066(xlabel)
        4    0.000    0.000    0.000    0.000 pyplot.py:3073(ylabel)
        1    0.000    0.000    0.046    0.046 pyplot.py:426(figure)
        9    0.000    0.000    0.000    0.000 pyplot.py:592(gcf)
        1    0.000    0.000    0.000    0.000 pyplot.py:611(get_fignums)
        8    0.000    0.000    0.000    0.000 pyplot.py:908(gca)
        2    0.000    0.000    0.000    0.000 quadrature.py:255(tupleset)
        1    0.000    0.000    0.000    0.000 quadrature.py:261(cumtrapz)
        4    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
       10    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
        4    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
        2    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
        3    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
        1    0.000    0.000    0.000    0.000 rcsetup.py:68(f)
        1    0.000    0.000    0.000    0.000 rcsetup.py:71(<listcomp>)
      315    0.000    0.000    0.001    0.000 re.py:170(match)
       21    0.000    0.000    0.025    0.001 re.py:232(compile)
      706    0.000    0.000    0.001    0.000 re.py:252(escape)
      336    0.001    0.000    0.025    0.000 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
       26    0.000    0.000    0.000    0.000 re.py:307(_subx)
      156    0.000    0.000    0.000    0.000 scale.py:101(get_transform)
       64    0.000    0.000    0.000    0.000 scale.py:31(__init__)
       36    0.000    0.000    0.000    0.000 scale.py:60(limit_range_for_scale)
       64    0.000    0.000    0.000    0.000 scale.py:721(scale_factory)
       64    0.000    0.000    0.000    0.000 scale.py:78(__init__)
       64    0.000    0.000    0.006    0.000 scale.py:86(set_default_locators_and_formatters)
      216    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
      216    0.000    0.000    0.000    0.000 shape_base.py:220(_warn_for_nonsequence)
       40    0.000    0.000    0.001    0.000 shape_base.py:229(vstack)
      302    0.000    0.000    0.001    0.000 shape_base.py:25(atleast_1d)
       40    0.000    0.000    0.000    0.000 shape_base.py:283(<listcomp>)
       64    0.000    0.000    0.001    0.000 shape_base.py:286(hstack)
       64    0.000    0.000    0.001    0.000 shape_base.py:335(<listcomp>)
      112    0.000    0.000    0.001    0.000 shape_base.py:599(column_stack)
      120    0.000    0.000    0.000    0.000 shape_base.py:83(atleast_2d)
       24    0.000    0.000    0.000    0.000 spines.py:140(get_patch_transform)
       16    0.000    0.000    0.004    0.000 spines.py:147(get_window_extent)
       24    0.000    0.000    0.000    0.000 spines.py:205(get_path)
  380/348    0.000    0.000    0.001    0.000 spines.py:208(_ensure_position_is_set)
       16    0.000    0.000    0.002    0.000 spines.py:214(register_axis)
       16    0.000    0.000    0.002    0.000 spines.py:226(cla)
       16    0.000    0.000    0.000    0.000 spines.py:254(_adjust_location)
       16    0.000    0.000    0.002    0.000 spines.py:34(__init__)
       16    0.000    0.000    0.000    0.000 spines.py:369(_calc_offset_transform)
       16    0.000    0.000    0.000    0.000 spines.py:443(set_position)
  364/348    0.001    0.000    0.001    0.000 spines.py:487(get_spine_transform)
       16    0.000    0.000    0.003    0.000 spines.py:536(linear_spine)
       24    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       24    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       11    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       11    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       11    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        3    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       35    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       19    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       16    0.001    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
       21    0.000    0.000    0.003    0.000 sre_compile.py:536(_compile_info)
       42    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       21    0.000    0.000    0.011    0.001 sre_compile.py:598(_code)
        3    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   744/21    0.003    0.000    0.008    0.000 sre_compile.py:71(_compile)
       21    0.000    0.000    0.025    0.001 sre_compile.py:759(compile)
      748    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1558    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
       48    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
    11360    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
       13    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     4938    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
   747/24    0.001    0.000    0.002    0.000 sre_parse.py:174(getwidth)
       22    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     5758    0.002    0.000    0.002    0.000 sre_parse.py:233(__next)
      815    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
     5016    0.001    0.000    0.003    0.000 sre_parse.py:254(get)
       60    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       10    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       65    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
       14    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
    28/21    0.001    0.000    0.013    0.001 sre_parse.py:417(_parse_sub)
  722/712    0.005    0.000    0.012    0.000 sre_parse.py:475(_parse)
       21    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       48    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        3    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       21    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
       21    0.000    0.000    0.013    0.001 sre_parse.py:919(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
        3    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:960(addgroup)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:116(_broadcast_to)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:121(<genexpr>)
       91    0.000    0.000    0.000    0.000 stride_tricks.py:185(_broadcast_shape)
       91    0.000    0.000    0.001    0.000 stride_tricks.py:208(broadcast_arrays)
       91    0.000    0.000    0.000    0.000 stride_tricks.py:257(<listcomp>)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
      270    0.000    0.000    0.000    0.000 stride_tricks.py:261(<genexpr>)
        3    0.000    0.000    0.000    0.000 stride_tricks.py:267(<listcomp>)
       64    0.000    0.000    0.000    0.000 text.py:1078(set_position)
      224    0.000    0.000    0.000    0.000 text.py:1089(set_x)
      266    0.000    0.000    0.000    0.000 text.py:1100(set_y)
      202    0.000    0.000    0.000    0.000 text.py:1122(set_verticalalignment)
      454    0.000    0.000    0.000    0.000 text.py:1136(set_text)
       25    0.000    0.000    0.000    0.000 text.py:1178(_preprocess_math)
      202    0.001    0.000    0.008    0.000 text.py:121(__init__)
      202    0.000    0.000    0.000    0.000 text.py:1212(set_usetex)
       50    0.000    0.000    0.000    0.000 text.py:1226(get_usetex)
      322    0.001    0.000    0.005    0.000 text.py:170(update)
       56    0.000    0.000    0.002    0.000 text.py:219(_get_xy_display)
       25    0.000    0.000    0.000    0.000 text.py:226(_get_multialignment)
       25    0.000    0.000    0.000    0.000 text.py:232(get_rotation)
      202    0.000    0.000    0.000    0.000 text.py:236(set_rotation_mode)
       25    0.000    0.000    0.000    0.000 text.py:253(get_rotation_mode)
       62    0.000    0.000    0.002    0.000 text.py:257(update_from)
       70    0.001    0.000    0.413    0.006 text.py:270(_get_layout)
       12    0.000    0.000    0.000    0.000 text.py:345(<listcomp>)
       13    0.000    0.000    0.000    0.000 text.py:348(<listcomp>)
       25    0.000    0.000    0.000    0.000 text.py:41(get_rotation)
       12    0.000    0.000    0.000    0.000 text.py:526(_update_clip_properties)
       12    0.000    0.000    0.000    0.000 text.py:533(set_clip_box)
      202    0.000    0.000    0.000    0.000 text.py:552(set_wrap)
       32    0.000    0.000    0.000    0.000 text.py:762(get_fontsize)
      196    0.000    0.000    0.001    0.000 text.py:809(get_unitless_position)
       76    0.000    0.000    0.000    0.000 text.py:817(get_position)
       70    0.000    0.000    0.001    0.000 text.py:823(get_prop_tup)
      221    0.000    0.000    0.000    0.000 text.py:841(get_text)
      126    0.001    0.000    0.421    0.003 text.py:852(get_window_extent)
      202    0.000    0.000    0.000    0.000 text.py:918(set_color)
      202    0.000    0.000    0.000    0.000 text.py:934(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:1514(raise_if_exceeds)
       36    0.000    0.000    0.000    0.000 ticker.py:1523(nonsingular)
       16    0.000    0.000    0.000    0.000 ticker.py:1648(__call__)
       16    0.000    0.000    0.000    0.000 ticker.py:1651(tick_values)
       32    0.000    0.000    0.000    0.000 ticker.py:1828(scale_range)
       32    0.000    0.000    0.000    0.000 ticker.py:1846(__init__)
       64    0.000    0.000    0.000    0.000 ticker.py:1857(closeto)
       32    0.000    0.000    0.000    0.000 ticker.py:1867(le)
       32    0.000    0.000    0.000    0.000 ticker.py:1874(ge)
       64    0.000    0.000    0.004    0.000 ticker.py:1893(__init__)
       64    0.001    0.000    0.002    0.000 ticker.py:1945(_validate_steps)
       64    0.000    0.000    0.001    0.000 ticker.py:1960(_staircase)
       64    0.000    0.000    0.004    0.000 ticker.py:1968(set_params)
       32    0.001    0.000    0.029    0.001 ticker.py:2016(_raw_ticks)
       32    0.000    0.000    0.030    0.001 ticker.py:2076(__call__)
       32    0.000    0.000    0.030    0.001 ticker.py:2080(tick_values)
        2    0.000    0.000    0.000    0.000 ticker.py:2097(view_limits)
      256    0.000    0.000    0.000    0.000 ticker.py:223(set_axis)
       32    0.000    0.000    0.003    0.000 ticker.py:256(format_ticks)
       32    0.000    0.000    0.001    0.000 ticker.py:259(<listcomp>)
       64    0.000    0.000    0.004    0.000 ticker.py:2659(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:279(set_locs)
      120    0.000    0.000    0.000    0.000 ticker.py:298(_set_locator)
       64    0.000    0.000    0.000    0.000 ticker.py:511(__init__)
       64    0.000    0.000    0.000    0.000 ticker.py:535(set_useOffset)
