         1570699 function calls (1560596 primitive calls) in 1.750 seconds
   Ordered by: standard name
   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.017    0.004 axis.py:2298(_update_label_position)
       24    0.000    0.000    0.005    0.000 axis.py:230(set_clip_path)
        4    0.000    0.000    0.000    0.000 axis.py:2340(_update_offset_text_position)
       11    0.000    0.000    0.000    0.000 axis.py:2460(get_minpos)
       16    0.000    0.000    0.013    0.001 axis.py:2486(get_tick_space)
       94    0.000    0.000    0.000    0.000 axis.py:285(get_loc)
       94    0.000    0.000    0.000    0.000 axis.py:301(set_label1)
       94    0.000    0.000    0.000    0.000 axis.py:314(set_label2)
      435    0.000    0.000    0.001    0.000 axis.py:325(_set_artist_props)
       56    0.001    0.000    0.008    0.000 axis.py:332(_apply_params)
      280    0.000    0.000    0.000    0.000 axis.py:340(<genexpr>)
       56    0.000    0.000    0.000    0.000 axis.py:359(<dictcomp>)
       56    0.000    0.000    0.000    0.000 axis.py:370(<dictcomp>)
       56    0.000    0.000    0.000    0.000 axis.py:381(<dictcomp>)
       40    0.000    0.000    0.001    0.000 axis.py:405(_get_text1_transform)
       40    0.000    0.000    0.001    0.000 axis.py:408(_get_text2_transform)
       40    0.000    0.000    0.000    0.000 axis.py:411(apply_tickdir)
       40    0.000    0.000    0.004    0.000 axis.py:425(_get_text1)
       40    0.000    0.000    0.003    0.000 axis.py:442(_get_text2)
       40    0.000    0.000    0.007    0.000 axis.py:458(_get_tick1line)
       40    0.000    0.000    0.006    0.000 axis.py:469(_get_tick2line)
       40    0.000    0.000    0.008    0.000 axis.py:484(_get_gridline)
       80    0.000    0.000    0.001    0.000 axis.py:500(update_position)
       47    0.000    0.000    0.001    0.000 axis.py:522(_get_text1_transform)
       47    0.000    0.000    0.001    0.000 axis.py:525(_get_text2_transform)
       47    0.000    0.000    0.000    0.000 axis.py:528(apply_tickdir)
       47    0.000    0.000    0.004    0.000 axis.py:543(_get_text1)
       47    0.000    0.000    0.004    0.000 axis.py:558(_get_text2)
       87    0.002    0.000    0.069    0.001 axis.py:56(__init__)
       47    0.000    0.000    0.008    0.000 axis.py:573(_get_tick1line)
       47    0.000    0.000    0.008    0.000 axis.py:588(_get_tick2line)
       47    0.000    0.000    0.010    0.000 axis.py:602(_get_gridline)
      101    0.000    0.000    0.001    0.000 axis.py:617(update_position)
    24/16    0.000    0.000    0.020    0.001 axis.py:658(__get__)
        8    0.000    0.000    0.004    0.000 axis.py:715(__init__)
       16    0.000    0.000    0.000    0.000 axis.py:759(get_remove_overlapping_locs)
      140    0.000    0.000    0.000    0.000 axis.py:792(get_transform)
       44    0.000    0.000    0.000    0.000 axis.py:795(get_scale)
       64    0.000    0.000    0.006    0.000 axis.py:798(_set_scale)
       22    0.000    0.000    0.000    0.000 axis.py:807(limit_range_for_scale)
       48    0.000    0.000    0.006    0.000 axis.py:819(cla)
       64    0.000    0.000    0.000    0.000 axis.py:842(reset_ticks)
       32    0.000    0.000    0.022    0.001 axis.py:862(set_tick_params)
       32    0.000    0.000    0.000    0.000 axis.py:900(_translate_tick_kw)
        8    0.000    0.000    0.012    0.002 axis.py:945(set_clip_path)
       14    0.000    0.000    0.000    0.000 axis.py:988(get_inverted)
        1    0.000    0.000    0.000    0.000 backend_agg.py:102(_update_methods)
       50    0.000    0.000    0.408    0.008 backend_agg.py:193(get_text_width_height_descent)
       44    0.000    0.000    0.024    0.001 backend_agg.py:241(_get_agg_font)
        1    0.000    0.000    0.001    0.001 backend_agg.py:393(get_renderer)
       74    0.000    0.000    0.000    0.000 backend_agg.py:49(get_hinting_flag)
        1    0.001    0.001    0.001    0.001 backend_agg.py:80(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:150(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1581(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1599(_fix_ipython_backend2gui)
        8    0.000    0.000    0.000    0.000 backend_bases.py:2141(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2482(__init__)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2500(notify_axes_change)
        1    0.000    0.000    0.024    0.024 backend_bases.py:2616(__init__)
        5    0.000    0.000    0.000    0.000 backend_bases.py:3006(update)
        6    0.000    0.000    0.000    0.000 backend_bases.py:3041(set_history_buttons)
        1    0.000    0.000    0.046    0.046 backend_bases.py:3244(new_figure_manager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3262(draw_if_interactive)
        3    0.000    0.000    0.000    0.000 base.py:1189(isspmatrix)
      113    0.000    0.000    0.000    0.000 cm.py:155(get_cmap)
       58    0.000    0.000    0.001    0.000 cm.py:193(__init__)
        6    0.000    0.000    0.003    0.000 cm.py:223(to_rgba)
        3    0.000    0.000    0.000    0.000 cm.py:293(set_array)
        3    0.000    0.000    0.002    0.001 cm.py:386(autoscale_None)
        6    0.000    0.000    0.000    0.000 cm.py:413(changed)
       55    0.000    0.000    0.000    0.000 collections.py:335(set_pickradius)
       55    0.000    0.000    0.000    0.000 collections.py:378(set_urls)
      110    0.000    0.000    0.000    0.000 collections.py:390(set_hatch)
       55    0.000    0.000    0.000    0.000 collections.py:455(set_offset_position)
       55    0.000    0.000    0.001    0.000 collections.py:483(set_linewidth)
       55    0.000    0.000    0.000    0.000 collections.py:505(set_linestyle)
      110    0.000    0.000    0.001    0.000 collections.py:584(_bcast_lwls)
      110    0.000    0.000    0.000    0.000 collections.py:617(<listcomp>)
       55    0.000    0.000    0.000    0.000 collections.py:622(set_antialiased)
      165    0.000    0.000    0.006    0.000 collections.py:651(_set_facecolor)
      110    0.000    0.000    0.004    0.000 collections.py:664(set_facecolor)
      110    0.000    0.000    0.001    0.000 collections.py:689(_set_edgecolor)
       55    0.000    0.000    0.000    0.000 collections.py:717(set_edgecolor)
       55    0.000    0.000    0.003    0.000 collections.py:730(set_alpha)
       55    0.000    0.000    0.000    0.000 collections.py:839(set_sizes)
       55    0.000    0.000    0.012    0.000 collections.py:874(__init__)
       55    0.000    0.000    0.000    0.000 collections.py:888(set_paths)
       55    0.001    0.000    0.011    0.000 collections.py:90(__init__)
      116    0.000    0.000    0.000    0.000 colors.py:105(_sanitize_extrema)
      420    0.000    0.000    0.001    0.000 colors.py:115(_is_nth_color)
      420    0.001    0.000    0.006    0.000 colors.py:149(to_rgba)
      104    0.000    0.000    0.001    0.000 colors.py:185(_to_rgba_no_colorcycle)
      235    0.000    0.000    0.000    0.000 colors.py:249(<genexpr>)
      275    0.001    0.000    0.006    0.000 colors.py:254(to_rgba_array)
        7    0.000    0.000    0.001    0.000 colors.py:344(makeMappingArray)
        6    0.000    0.000    0.001    0.000 colors.py:480(__call__)
        2    0.000    0.000    0.000    0.000 colors.py:599(_set_extremes)
        2    0.000    0.000    0.001    0.000 colors.py:708(_init)
       58    0.000    0.000    0.000    0.000 colors.py:891(__init__)
       18    0.000    0.000    0.001    0.000 colors.py:913(process_value)
        6    0.000    0.000    0.001    0.000 colors.py:944(__call__)
        9    0.000    0.000    0.000    0.000 colors.py:997(autoscale_None)
       39    0.000    0.000    0.000    0.000 compilerop.py:153(check_linecache_ipython)
        2    0.000    0.000    0.000    0.000 configurable.py:381(instance)
        2    0.000    0.000    0.000    0.000 configurable.py:426(initialized)
      820    0.001    0.000    0.004    0.000 contextlib.py:107(__enter__)
      820    0.001    0.000    0.002    0.000 contextlib.py:116(__exit__)
      820    0.001    0.000    0.002    0.000 contextlib.py:237(helper)
      820    0.001    0.000    0.002    0.000 contextlib.py:81(__init__)
        6    0.000    0.000    0.000    0.000 contour.py:1099(_get_lowers_and_uppers)
       55    0.000    0.000    0.002    0.000 contour.py:1114(_make_paths)
       55    0.000    0.000    0.002    0.000 contour.py:1116(<listcomp>)
        6    0.000    0.000    0.005    0.001 contour.py:1121(changed)
        6    0.000    0.000    0.000    0.000 contour.py:1122(<listcomp>)
        3    0.000    0.000    0.000    0.000 contour.py:1183(_contour_level_args)
        3    0.000    0.000    0.000    0.000 contour.py:1213(_process_levels)
        3    0.000    0.000    0.002    0.001 contour.py:1250(_process_colors)
        3    0.001    0.000    0.003    0.001 contour.py:1436(_process_args)
        3    0.000    0.000    0.008    0.003 contour.py:1484(_get_allsegs_and_allkinds)
        3    0.000    0.000    0.001    0.000 contour.py:1503(_contour_args)
        3    0.000    0.000    0.001    0.000 contour.py:1530(_check_xyz)
        3    0.001    0.000    0.041    0.014 contour.py:766(__init__)
       58    0.000    0.000    0.000    0.000 contour.py:970(get_transform)
       78    0.000    0.000    0.003    0.000 convolve.py:57(_copy_input_if_needed)
       39    0.221    0.006    0.235    0.006 convolve.py:95(convolve)
       25    0.000    0.000    0.000    0.000 copy.py:268(_reconstruct)
       25    0.000    0.000    0.000    0.000 copy.py:66(copy)
       25    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        2    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       51    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
       51    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
       51    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
      204    0.000    0.000    0.000    0.000 core.py:1361(getmask)
       18    0.000    0.000    0.000    0.000 core.py:1821(_check_mask_axis)
       21    0.000    0.000    0.000    0.000 core.py:211(_recursive_fill_value)
       21    0.000    0.000    0.000    0.000 core.py:226(_get_dtype_of)
        3    0.000    0.000    0.000    0.000 core.py:2331(masked_invalid)
        3    0.000    0.000    0.000    0.000 core.py:236(default_fill_value)
       51    0.000    0.000    0.001    0.000 core.py:2775(__new__)
        3    0.000    0.000    0.000    0.000 core.py:281(_scalar_fill_value)
       78    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
       18    0.000    0.000    0.000    0.000 core.py:291(_extremum_fill_value)
       18    0.000    0.000    0.000    0.000 core.py:293(_scalar_fill_value)
       78    0.000    0.000    0.001    0.000 core.py:2931(__array_finalize__)
        9    0.000    0.000    0.000    0.000 core.py:306(minimum_fill_value)
        3    0.000    0.000    0.000    0.000 core.py:3080(view)
       24    0.000    0.000    0.000    0.000 core.py:3163(__getitem__)
       12    0.000    0.000    0.000    0.000 core.py:3180(_scalar_heuristic)
      201    0.000    0.000    0.000    0.000 core.py:3349(dtype)
       21    0.000    0.000    0.000    0.000 core.py:3365(shape)
       12    0.000    0.000    0.000    0.000 core.py:3448(_get_mask)
       78    0.000    0.000    0.000    0.000 core.py:3564(_get_data)
        9    0.000    0.000    0.000    0.000 core.py:357(maximum_fill_value)
        3    0.000    0.000    0.000    0.000 core.py:3586(get_fill_value)
       27    0.000    0.000    0.000    0.000 core.py:3663(filled)
        9    0.000    0.000    0.000    0.000 core.py:440(_check_fill_value)
        9    0.000    0.000    0.000    0.000 core.py:5565(min)
        9    0.000    0.000    0.000    0.000 core.py:5686(max)
       77    0.000    0.000    0.000    0.000 core.py:594(filled)
        3    0.000    0.000    0.000    0.000 core.py:6199(isMaskedArray)
       30    0.000    0.000    0.001    0.000 core.py:6364(array)
       78    0.000    0.000    0.000    0.000 core.py:6381(is_masked)
        6    0.000    0.000    0.000    0.000 core.py:6514(min)
        6    0.000    0.000    0.000    0.000 core.py:6526(max)
       29    0.000    0.000    0.000    0.000 core.py:667(getdata)
        9    0.000    0.000    0.000    0.000 core.py:7724(asarray)
       12    0.000    0.000    0.000    0.000 core.py:7774(asanyarray)
      195    0.001    0.000    0.005    0.000 ctypeslib.py:180(from_param)
      158    0.000    0.000    0.000    0.000 cycler.py:138(keys)
      158    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
     1650    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
      150    0.001    0.000    0.002    0.000 cycler.py:349(by_key)
      300    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       39    0.000    0.000    0.239    0.006 decorators.py:174(wrapper)
        4    0.000    0.000    0.000    0.000 decorators.py:738(__get__)
      393    0.000    0.000    0.000    0.000 enum.py:284(__call__)
      393    0.000    0.000    0.000    0.000 enum.py:526(__new__)
       21    0.000    0.000    0.000    0.000 enum.py:836(__and__)
        4    0.000    0.000    0.000    0.000 figure.py:100(_entry_from_axes)
        4    0.000    0.000    0.000    0.000 figure.py:101(<dictcomp>)
        4    0.000    0.000    0.000    0.000 figure.py:1072(_make_key)
        4    0.000    0.000    0.000    0.000 figure.py:1075(fixitems)
        4    0.000    0.000    0.000    0.000 figure.py:108(bubble)
        4    0.000    0.000    0.000    0.000 figure.py:1091(fixlist)
        4    0.000    0.000    0.000    0.000 figure.py:1102(_process_projection_requirements)
        4    0.000    0.000    0.000    0.000 figure.py:115(add)
        4    0.000    0.000    0.052    0.013 figure.py:1261(add_subplot)
        4    0.000    0.000    0.000    0.000 figure.py:1418(_add_axes_internal)
       22    0.000    0.000    0.000    0.000 figure.py:145(current_key_axes)
       14    0.000    0.000    0.000    0.000 figure.py:157(__call__)
        4    0.000    0.000    0.000    0.000 figure.py:160(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:1624(clf)
        1    0.000    0.000    0.000    0.000 figure.py:168(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1882(_set_artist_props)
        8    0.000    0.000    0.000    0.000 figure.py:1888(gca)
        4    0.000    0.000    0.000    0.000 figure.py:1934(sca)
       14    0.000    0.000    0.000    0.000 figure.py:199(update)
        1    0.000    0.000    0.000    0.000 figure.py:2034(add_axobserver)
        1    0.000    0.000    0.001    0.001 figure.py:2221(subplots_adjust)
       84    0.000    0.000    0.000    0.000 figure.py:235(_update_this)
        1    0.000    0.000    0.515    0.515 figure.py:2431(tight_layout)
        1    0.000    0.000    0.000    0.000 figure.py:275(__init__)
        9    0.000    0.000    0.000    0.000 figure.py:452(_get_axes)
      152    0.000    0.000    0.000    0.000 figure.py:462(_get_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:486(set_tight_layout)
      759    0.000    0.000    0.001    0.000 figure.py:49(_stale_figure_callback)
        6    0.000    0.000    0.000    0.000 figure.py:504(get_constrained_layout)
        1    0.000    0.000    0.000    0.000 figure.py:512(set_constrained_layout)
        1    0.000    0.000    0.000    0.000 figure.py:543(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 figure.py:70(__init__)
       13    0.000    0.000    0.000    0.000 figure.py:74(as_list)
        2    0.000    0.000    0.000    0.000 figure.py:779(set_canvas)
       13    0.000    0.000    0.000    0.000 figure.py:78(<listcomp>)
       13    0.000    0.000    0.000    0.000 figure.py:80(<listcomp>)
        8    0.000    0.000    0.000    0.000 figure.py:82(get)
        3    0.000    0.000    0.000    0.000 figure.py:915(get_size_inches)
       12    0.000    0.000    0.000    0.000 font_manager.py:1043(get_default_size)
    18096    0.023    0.000    0.032    0.000 font_manager.py:1058(score_family)
    18096    0.003    0.000    0.003    0.000 font_manager.py:1091(score_style)
    18096    0.002    0.000    0.002    0.000 font_manager.py:1108(score_variant)
    18096    0.049    0.000    0.055    0.000 font_manager.py:1119(score_stretch)
    18096    0.019    0.000    0.053    0.000 font_manager.py:1137(score_weight)
    18096    0.003    0.000    0.003    0.000 font_manager.py:1155(score_size)
      138    0.000    0.000    0.245    0.002 font_manager.py:1179(findfont)
      828    0.000    0.000    0.001    0.000 font_manager.py:1233(<genexpr>)
       25    0.067    0.003    0.244    0.010 font_manager.py:1240(_findfont_cached)
       58    0.001    0.000    0.001    0.000 font_manager.py:1338(get_font)
      288    0.002    0.000    0.013    0.000 font_manager.py:620(__init__)
       23    0.000    0.000    0.007    0.000 font_manager.py:657(_parse_fontconfig_pattern)
      226    0.000    0.000    0.001    0.000 font_manager.py:660(__hash__)
       49    0.000    0.000    0.000    0.000 font_manager.py:670(__eq__)
    18322    0.002    0.000    0.002    0.000 font_manager.py:676(get_family)
    18322    0.002    0.000    0.002    0.000 font_manager.py:688(get_style)
    18322    0.002    0.000    0.002    0.000 font_manager.py:695(get_variant)
    18322    0.002    0.000    0.002    0.000 font_manager.py:701(get_weight)
    18322    0.003    0.000    0.003    0.000 font_manager.py:710(get_stretch)
    18096    0.002    0.000    0.002    0.000 font_manager.py:718(get_size)
      305    0.000    0.000    0.000    0.000 font_manager.py:724(get_size_in_points)
      251    0.000    0.000    0.000    0.000 font_manager.py:727(get_file)
      288    0.000    0.000    0.000    0.000 font_manager.py:744(set_family)
      268    0.000    0.000    0.001    0.000 font_manager.py:757(set_style)
      265    0.000    0.000    0.000    0.000 font_manager.py:767(set_variant)
      268    0.001    0.000    0.001    0.000 font_manager.py:776(set_weight)
      265    0.000    0.000    0.001    0.000 font_manager.py:794(set_stretch)
      265    0.000    0.000    0.000    0.000 font_manager.py:812(set_size)
      265    0.000    0.000    0.000    0.000 font_manager.py:837(set_file)
       23    0.000    0.000    0.007    0.000 font_manager.py:844(set_fontconfig_pattern)
       70    0.000    0.000    0.002    0.000 font_manager.py:858(copy)
      576    0.000    0.000    0.000    0.000 font_manager.py:928(_normalize_font_family)
       23    0.000    0.000    0.007    0.000 fontconfig_pattern.py:113(parse)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        3    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_value)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
       23    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
       10    0.000    0.000    0.057    0.006 fromnumeric.py:1179(searchsorted)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:1694(nonzero)
       45    0.000    0.000    0.000    0.000 fromnumeric.py:1903(clip)
      129    0.000    0.000    0.010    0.000 fromnumeric.py:1966(sum)
      647    0.001    0.000    0.006    0.000 fromnumeric.py:2083(any)
      303    0.000    0.000    0.002    0.000 fromnumeric.py:2171(all)
       25    0.000    0.000    0.000    0.000 fromnumeric.py:2252(cumsum)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2324(ptp)
    17139    0.012    0.000    0.166    0.000 fromnumeric.py:2397(amax)
      752    0.001    0.000    0.004    0.000 fromnumeric.py:2512(amin)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:2847(ndim)
       72    0.000    0.000    0.005    0.000 fromnumeric.py:2940(around)
       72    0.000    0.000    0.005    0.000 fromnumeric.py:3373(round_)
       59    0.000    0.000    0.001    0.000 fromnumeric.py:41(_wrapit)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:429(repeat)
      191    0.000    0.000    0.063    0.000 fromnumeric.py:54(_wrapfunc)
    18970    0.020    0.000    0.175    0.000 fromnumeric.py:69(_wrapreduction)
    18970    0.005    0.000    0.005    0.000 fromnumeric.py:70(<dictcomp>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:93(take)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:942(argsort)
       78    0.001    0.000    0.001    0.000 function_base.py:1149(diff)
        3    0.000    0.000    0.071    0.024 function_base.py:1282(interp)
       12    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
      778    0.000    0.000    0.001    0.000 function_base.py:258(iterable)
       12    0.000    0.000    0.001    0.000 function_base.py:37(linspace)
        3    0.000    0.000    0.000    0.000 function_base.py:4078(meshgrid)
        3    0.000    0.000    0.000    0.000 function_base.py:4198(<listcomp>)
        3    0.000    0.000    0.000    0.000 function_base.py:4211(<listcomp>)
        1    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       29    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 getipython.py:17(get_ipython)
       70    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        4    0.000    0.000    0.000    0.000 gridspec.py:140(__getitem__)
        4    0.000    0.000    0.000    0.000 gridspec.py:144(_normalize)
        4    0.000    0.000    0.000    0.000 gridspec.py:184(__init__)
       12    0.000    0.000    0.000    0.000 gridspec.py:295(get_subplot_params)
       12    0.000    0.000    0.000    0.000 gridspec.py:306(<dictcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        4    0.000    0.000    0.000    0.000 gridspec.py:310(locally_modified_subplot_params)
        4    0.000    0.000    0.000    0.000 gridspec.py:311(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:427(__init__)
       28    0.000    0.000    0.000    0.000 gridspec.py:457(get_gridspec)
        8    0.000    0.000    0.000    0.000 gridspec.py:460(get_geometry)
       12    0.000    0.000    0.002    0.000 gridspec.py:486(get_position)
        4    0.000    0.000    0.000    0.000 gridspec.py:509(get_topmost_subplotspec)
        4    0.000    0.000    0.000    0.000 gridspec.py:519(__eq__)
       36    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
        4    0.000    0.000    0.000    0.000 gridspec.py:530(__hash__)
        4    0.000    0.000    0.000    0.000 gridspec.py:68(set_width_ratios)
        4    0.000    0.000    0.000    0.000 gridspec.py:77(set_height_ratios)
       12    0.000    0.000    0.001    0.000 gridspec.py:86(get_grid_positions)
        4    0.000    0.000    0.057    0.014 histograms.py:1049(<genexpr>)
        3    0.000    0.000    0.000    0.000 histograms.py:295(_get_outer_edges)
        1    0.003    0.003    0.080    0.080 histograms.py:924(histogramdd)
       78    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       39    0.001    0.000    0.002    0.000 inspect.py:2117(_signature_from_function)
       39    0.000    0.000    0.003    0.000 inspect.py:2198(_signature_from_callable)
      351    0.001    0.000    0.001    0.000 inspect.py:2467(__init__)
      819    0.000    0.000    0.000    0.000 inspect.py:2517(name)
      312    0.000    0.000    0.000    0.000 inspect.py:2521(default)
     1053    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
       39    0.000    0.000    0.000    0.000 inspect.py:2609(__init__)
       39    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
      390    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
       39    0.000    0.000    0.003    0.000 inspect.py:2829(from_callable)
       39    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       39    0.001    0.000    0.001    0.000 inspect.py:2879(_bind)
       39    0.000    0.000    0.001    0.000 inspect.py:3010(bind)
       39    0.000    0.000    0.003    0.000 inspect.py:3081(signature)
       39    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
       39    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        3    0.000    0.000    0.000    0.000 interpolate.py:316(_check_broadcast_up_to)
        6    0.000    0.000    0.000    0.000 interpolate.py:333(_do_extrapolate)
        3    0.000    0.000    0.001    0.000 interpolate.py:427(__init__)
        3    0.000    0.000    0.000    0.000 interpolate.py:549(fill_value)
        3    0.000    0.000    0.071    0.024 interpolate.py:583(_call_linear_np)
        3    0.000    0.000    0.073    0.024 interpolate.py:656(_evaluate)
        3    0.001    0.000    0.001    0.000 interpolate.py:671(_check_bounds)
      140    0.001    0.000    0.056    0.000 interpolation.py:108(spline_filter)
      140    0.001    0.000    0.270    0.002 interpolation.py:354(affine_transform)
      280    0.001    0.000    0.054    0.000 interpolation.py:54(spline_filter1d)
        1    0.001    0.001    0.272    0.272 interpolation.py:627(rotate)
        1    0.000    0.000    0.000    0.000 interpolation.py:696(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpolation.py:743(<listcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:111(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 linalg.py:116(_makearray)
        2    0.000    0.000    0.000    0.000 linalg.py:121(isComplexType)
        1    0.000    0.000    0.000    0.000 linalg.py:134(_realType)
        1    0.000    0.000    0.000    0.000 linalg.py:144(_commonType)
        1    0.000    0.000    0.000    0.000 linalg.py:203(_assertRankAtLeast2)
        1    0.000    0.000    0.000    0.000 linalg.py:209(_assertNdSquareness)
        1    0.000    0.000    0.000    0.000 linalg.py:486(inv)
      117    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      117    0.000    0.000    0.000    0.000 linecache.py:15(getline)
      117    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
       39    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
       88    0.000    0.000    0.005    0.000 lines.py:1021(get_path)
      262    0.000    0.000    0.000    0.000 lines.py:1038(set_antialiased)
      262    0.000    0.000    0.000    0.000 lines.py:1050(set_color)
      262    0.000    0.000    0.001    0.000 lines.py:1061(set_drawstyle)
      262    0.000    0.000    0.001    0.000 lines.py:1095(set_linewidth)
      524    0.001    0.000    0.001    0.000 lines.py:1112(_split_drawstyle_linestyle)
      262    0.001    0.000    0.002    0.000 lines.py:1145(set_linestyle)
      262    0.000    0.000    0.000    0.000 lines.py:1212(set_markeredgecolor)
      262    0.000    0.000    0.000    0.000 lines.py:1227(set_markeredgewidth)
      262    0.000    0.000    0.004    0.000 lines.py:1241(set_markerfacecolor)
      262    0.000    0.000    0.002    0.000 lines.py:1255(set_markerfacecoloralt)
      262    0.000    0.000    0.000    0.000 lines.py:1269(set_markersize)
      502    0.000    0.000    0.001    0.000 lines.py:1282(set_xdata)
      565    0.000    0.000    0.000    0.000 lines.py:1294(set_ydata)
       93    0.000    0.000    0.003    0.000 lines.py:1327(update_from)
      262    0.000    0.000    0.001    0.000 lines.py:1352(set_dash_joinstyle)
      262    0.000    0.000    0.001    0.000 lines.py:1367(set_solid_joinstyle)
      262    0.000    0.000    0.001    0.000 lines.py:1398(set_dash_capstyle)
      262    0.000    0.000    0.001    0.000 lines.py:1412(set_solid_capstyle)
      262    0.004    0.000    0.038    0.000 lines.py:273(__init__)
      338    0.000    0.000    0.000    0.000 lines.py:31(_get_dash_pattern)
      262    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
      696    0.000    0.000    0.001    0.000 lines.py:59(_scale_dashes)
      263    0.000    0.000    0.000    0.000 lines.py:635(axes)
      262    0.000    0.000    0.001    0.000 lines.py:648(set_data)
       88    0.001    0.000    0.005    0.000 lines.py:667(recache)
      262    0.000    0.000    0.001    0.000 lines.py:733(set_transform)
      355    0.000    0.000    0.009    0.000 markers.py:223(__init__)
      710    0.001    0.000    0.006    0.000 markers.py:245(_recache)
       93    0.000    0.000    0.000    0.000 markers.py:264(get_fillstyle)
      355    0.000    0.000    0.001    0.000 markers.py:267(set_fillstyle)
       93    0.000    0.000    0.000    0.000 markers.py:289(get_marker)
      355    0.001    0.000    0.008    0.000 markers.py:292(set_marker)
      119    0.000    0.000    0.000    0.000 markers.py:333(_set_nothing)
       66    0.000    0.000    0.001    0.000 markers.py:748(_set_tickleft)
       66    0.000    0.000    0.001    0.000 markers.py:754(_set_tickright)
       52    0.000    0.000    0.001    0.000 markers.py:762(_set_tickup)
       52    0.000    0.000    0.001    0.000 markers.py:768(_set_tickdown)
        2    0.000    0.000    0.000    0.000 mathtext.py:103(__init__)
        4    0.000    0.000    0.000    0.000 mathtext.py:108(set_canvas_size)
        2    0.000    0.000    0.000    0.000 mathtext.py:1356(_get_font_constant_set)
       73    0.000    0.000    0.000    0.000 mathtext.py:1376(__init__)
       18    0.000    0.000    0.000    0.000 mathtext.py:1382(get_kerning)
       14    0.000    0.000    0.000    0.000 mathtext.py:1385(shrink)
       18    0.000    0.000    0.000    0.000 mathtext.py:1407(__init__)
        4    0.000    0.000    0.000    0.000 mathtext.py:1413(shrink)
        2    0.000    0.000    0.000    0.000 mathtext.py:1442(__init__)
       28    0.000    0.000    0.010    0.000 mathtext.py:1457(__init__)
        2    0.000    0.000    0.000    0.000 mathtext.py:147(__init__)
       28    0.000    0.000    0.010    0.000 mathtext.py:1473(_update_metrics)
       28    0.000    0.000    0.000    0.000 mathtext.py:1487(get_kerning)
